,last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,locality_name,parks_around3000,parks_nearest,ponds_around3000,ponds_nearest,days_exposition
3391,2600000.0,50.0,2017-04-18T00:00:00,2,2.5,5.0,27.9,3,,False,False,10.0,1.0,Vyshneve,,,,,367.00000000000006
3392,7000000.0,79.6,2018-03-06T00:00:00,3,,12.0,47.4,7,,False,False,14.8,,Kyiv,1.0,483.0,1.0,812.0,231.0
3393,10626000.0,80.0,2018-03-25T00:00:00,2,,20.0,37.0,10,,False,False,15.0,,Kyiv,2.0,386.0,3.0,94.0,56.0
3394,6950000.0,56.0,2016-10-09T00:00:00,2,2.8,19.0,31.0,18,,False,False,,2.0,Kyiv,0.0,,0.0,,380.00000000000006
3395,4950000.0,56.32,2018-08-07T00:00:00,2,,9.0,27.88,3,,False,False,11.46,,Hostomel,,,,,133.0
3396,11800000.0,70.0,2018-12-12T00:00:00,3,2.55,14.0,,14,,False,False,,,Kyiv,1.0,457.0,0.0,,70.0
3397,2700000.0,27.0,2018-07-15T00:00:00,1,2.55,5.0,16.0,3,,False,False,5.5,1.0,Brovary,0.0,,3.0,606.0,136.0
3398,4680000.0,45.4,2017-08-09T00:00:00,1,,23.0,19.0,17,,False,False,12.7,0.0,Kyiv,0.0,,1.0,439.0,37.0
3399,1060000.0,28.6,2018-05-16T00:00:00,1,2.5,5.0,18.0,3,,False,False,5.0,1.0,Borshchahivka,,,,,285.0
3400,5590000.0,44.0,2017-12-04T00:00:00,1,2.6,10.0,22.7,3,,False,False,11.1,2.0,Borshchahivka,1.0,700.0,1.0,709.0,
3401,5400000.0,69.7,2016-10-13T00:00:00,3,,27.0,37.5,3,,False,False,10.0,0.0,Hostomel,0.0,,0.0,,379.00000000000006
3402,5900000.0,66.5,2017-04-05T00:00:00,3,2.55,10.0,41.8,1,,False,False,8.3,2.0,Brovary,0.0,,0.0,,339.0
3403,2450000.0,42.4,2017-07-19T00:00:00,2,2.5,2.0,29.7,1,,False,False,4.2,,Irpin,,,,,363.00000000000006
3404,22500000.0,120.0,2017-04-25T00:00:00,4,,6.0,70.3,5,,False,False,13.1,,Kyiv,1.0,65.0,1.0,403.0,271.0
3405,4500000.0,39.2,2019-02-14T00:00:00,1,,16.0,17.5,12,,False,False,10.4,,Kyiv,0.0,,0.0,,55.0
3406,3500000.0,41.0,2017-12-11T00:00:00,1,3.0,9.0,,3,,False,False,,,Borshchahivka,,,,,43.0
3407,3050000.0,31.0,2017-11-22T00:00:00,1,2.5,5.0,18.0,2,,False,False,5.0,1.0,Kyiv,2.0,520.0,2.0,432.0,24.000000000000004
3408,4800000.0,57.6,2017-09-10T00:00:00,3,,5.0,39.7,4,,False,False,6.0,1.0,Kyiv,1.0,1021.0,2.0,295.0,24.000000000000004
3409,5000000.0,47.0,2018-08-29T00:00:00,1,3.0,17.0,22.0,4,,False,False,12.0,2.0,Kyiv,0.0,,1.0,987.0,30.0
3410,10900000.0,75.0,2018-04-20T00:00:00,3,2.75,16.0,,9,,False,False,,,Kyiv,0.0,,3.0,241.0,90.00000000000001
3411,3980000.0,37.0,2017-01-22T00:00:00,1,2.75,16.0,20.0,13,,False,False,8.0,0.0,Kyiv,0.0,,0.0,,177.00000000000003
3412,1650000.0,31.0,2017-04-09T00:00:00,1,2.55,2.0,17.0,1,,False,False,5.0,0.0,Irpin,,,,,102.0
3413,7100000.0,80.0,2017-04-24T00:00:00,3,2.7,16.0,45.0,2,,False,False,13.0,0.0,Kyiv,1.0,389.0,0.0,,70.0
3414,5200000.0,36.0,2017-04-20T00:00:00,1,,20.0,17.0,8,,False,False,8.0,2.0,Kyiv,0.0,,0.0,,723.0000000000001
3415,7800000.0,61.9,2019-03-05T00:00:00,2,,20.0,33.36,18,,False,False,11.71,1.0,Kyiv,0.0,,1.0,665.0,
3416,8290000.0,95.0,2018-07-10T00:00:00,4,3.3,5.0,61.5,3,,False,False,8.0,,Kyiv,0.0,,0.0,,67.0
3417,26000000.0,83.0,2017-11-10T00:00:00,3,3.0,5.0,54.0,1,,False,False,12.0,,Kyiv,1.0,675.0,0.0,,22.000000000000004
3418,900000.0,35.0,2017-12-06T00:00:00,1,,2.0,20.0,2,,False,False,5.0,,Hostomel,,,,,44.00000000000001
3419,16650000.0,104.1,2018-11-16T00:00:00,4,2.95,5.0,73.4,2,,False,False,9.4,4.0,Kyiv,1.0,552.0,2.0,726.0,154.0
3420,3250000.0,51.0,2018-10-17T00:00:00,2,2.7,9.0,31.0,6,False,False,False,9.0,1.0,Vyshneve,,,,,97.0
3421,6580000.0,67.0,2017-02-08T00:00:00,3,,12.0,43.2,11,False,False,False,8.3,2.0,Kyiv,0.0,,0.0,,134.0
3422,4000000.0,47.0,2017-08-25T00:00:00,1,2.6,17.0,21.0,16,False,False,False,11.0,1.0,Kyiv,0.0,,3.0,567.0,67.0
3423,8840000.0,69.5,2019-02-21T00:00:00,2,,19.0,33.0,3,,False,False,11.7,2.0,Kyiv,0.0,,0.0,,18.0
3424,7500000.0,75.6,2016-04-17T00:00:00,3,2.6,16.0,45.72,16,False,False,False,12.1,1.0,Kyiv,0.0,,0.0,,119.0
3425,9200000.0,95.0,2018-10-15T00:00:00,3,3.15,7.0,54.0,4,,False,False,10.0,,Kyiv,0.0,,2.0,444.0,
3426,4280000.0,32.51,2019-04-16T00:00:00,1,2.8,11.0,28.85,8,,False,False,7.89,2.0,Kyiv,1.0,602.0,0.0,,7.0
3427,2050000.0,42.0,2018-02-20T00:00:00,1,,3.0,19.5,3,,False,False,12.5,,Vyshneve,,,,,80.0
3428,5930908.0,89.6,2015-03-10T00:00:00,3,,21.0,47.4,15,,False,False,16.6,0.0,Kyiv,0.0,,1.0,31.0,920.0
3429,13990000.0,80.0,2017-05-04T00:00:00,3,,25.0,40.0,23,False,False,False,18.0,5.0,Kyiv,0.0,,0.0,,42.0
3430,11400000.0,81.0,2016-09-01T00:00:00,3,,16.0,48.1,13,,False,False,10.7,0.0,Kyiv,0.0,,0.0,,85.0
3431,11450000.0,71.5,2017-01-23T00:00:00,2,2.7,13.0,37.2,11,False,False,False,15.6,2.0,Kyiv,2.0,210.0,2.0,88.0,449.0
3432,3990000.0,50.0,2017-05-04T00:00:00,2,2.5,9.0,31.7,5,False,False,False,6.0,0.0,Kyiv,0.0,,0.0,,90.00000000000001
3433,2400000.0,50.0,2019-03-05T00:00:00,2,,9.0,34.0,5,,False,False,11.0,,Hostomel,,,,,
3434,14000000.0,86.0,2017-04-17T00:00:00,2,3.0,5.0,50.0,5,False,False,False,12.4,0.0,Kyiv,0.0,,0.0,,90.00000000000001
3435,2800000.0,29.0,2017-12-10T00:00:00,0,2.55,10.0,20.0,7,,True,False,,,Bucha,,,,,115.0
3436,10900000.0,63.0,2018-02-01T00:00:00,2,2.75,24.0,32.6,12,,False,False,11.8,2.0,Kyiv,0.0,,0.0,,147.0
3437,5950000.0,63.1,2018-03-22T00:00:00,2,2.5,14.0,26.3,4,,False,False,13.1,,Kyiv,1.0,725.0,1.0,759.0,167.0
3438,4100000.0,38.0,2018-04-14T00:00:00,1,,,19.0,12,,False,False,10.3,,Brovary,,,,,95.0
3439,4150000.0,59.0,2017-11-06T00:00:00,3,,5.0,39.5,3,,False,False,6.0,0.0,Kyiv,1.0,470.0,0.0,,11.000000000000002
3440,14980000.0,200.0,2018-10-17T00:00:00,4,2.9,4.0,102.2,2,,False,False,12.0,,Kyiv,1.0,789.0,2.0,802.0,61.0
3441,6350000.0,79.2,2018-04-02T00:00:00,3,2.9,5.0,55.7,4,,False,False,8.4,1.0,Kyiv,0.0,,2.0,195.0,149.0
3442,7350000.0,41.6,2019-03-12T00:00:00,2,,5.0,31.6,2,,False,False,,,Kyiv,1.0,886.0,2.0,45.0,7.0
3443,4900000.0,61.5,2016-02-07T00:00:00,2,,27.0,30.7,12,False,False,False,10.6,1.0,Boryspil,0.0,,0.0,,149.0
3444,8780000.0,99.3,2017-09-27T00:00:00,3,,7.0,71.0,4,,False,False,10.0,1.0,Kyiv,0.0,,1.0,1018.0,11.000000000000002
3445,6500000.0,61.0,2016-04-08T00:00:00,3,,5.0,36.0,1,,False,False,7.5,0.0,Kyiv,1.0,330.0,0.0,,158.0
3446,6200000.0,47.3,2017-10-20T00:00:00,1,,11.0,17.0,2,,False,False,10.0,,Kyiv,1.0,724.0,0.0,,95.0
3447,6550000.0,80.0,2015-11-19T00:00:00,2,2.75,23.0,36.0,20,False,False,False,11.0,2.0,Kyiv,0.0,,1.0,564.0,251.0
3448,8703493.0,94.6,2017-07-05T00:00:00,3,2.64,23.0,51.76,1,,False,False,,,Kyiv,0.0,,0.0,,591.0
3449,5725000.0,65.0,2019-01-24T00:00:00,3,2.65,9.0,46.6,1,,False,False,6.3,2.0,Kyiv,0.0,,0.0,,
3450,3190000.0,49.0,2018-08-06T00:00:00,2,2.5,9.0,29.0,2,,False,False,6.5,,Vyshneve,1.0,236.0,2.0,151.0,13.0
3451,4600000.0,47.0,2017-12-13T00:00:00,2,2.55,9.0,,1,,False,False,,,Kyiv,0.0,,0.0,,95.0
3452,2300000.0,31.2,2018-10-29T00:00:00,1,3.0,5.0,14.7,4,,False,False,9.3,,Brovary,,,,,31.0
3453,4000000.0,45.9,2018-11-23T00:00:00,2,2.5,5.0,28.3,5,,False,False,6.9,,Kyiv,0.0,,0.0,,15.0
3454,5000000.0,62.4,2018-09-04T00:00:00,2,2.7,5.0,31.8,1,,False,False,12.6,2.0,Brovary,,,,,
3455,3570000.0,38.3,2017-11-10T00:00:00,1,,12.0,20.0,4,,False,False,10.0,,Kyiv,1.0,413.0,0.0,,74.0
3456,2400000.0,55.0,2017-07-10T00:00:00,3,,4.0,41.0,3,,False,False,5.5,,Boryspil,,,,,216.0
3457,3715000.0,35.2,2017-02-21T00:00:00,1,,25.0,15.6,13,,False,False,9.7,2.0,Kyiv,0.0,,0.0,,192.00000000000003
3458,7400000.0,73.6,2017-05-18T00:00:00,0,,3.0,50.0,1,,True,False,,0.0,Kyiv,0.0,,1.0,348.0,60.0
3459,2100000.0,42.0,2017-02-13T00:00:00,2,2.5,4.0,27.5,4,,False,False,5.5,0.0,Boryspil,,,,,137.0
3460,3200000.0,45.4,2015-05-09T00:00:00,2,2.55,5.0,32.0,5,,False,False,5.0,,Boryspil,0.0,,1.0,864.0,
3461,3950000.0,41.0,2015-12-11T00:00:00,1,,17.0,21.0,13,,False,False,8.5,0.0,Kyiv,0.0,,0.0,,418.0
3462,5000000.0,75.0,2016-04-01T00:00:00,3,,5.0,43.0,3,,False,False,11.4,0.0,Vyshneve,0.0,,0.0,,102.0
3463,2470000.0,44.9,2018-01-22T00:00:00,2,,5.0,28.0,1,,False,False,5.8,,Brovary,,,,,128.0
3464,6550000.0,91.0,2018-09-02T00:00:00,3,2.75,23.0,49.5,8,,False,False,13.7,,Brovary,,,,,
3465,4900000.0,54.6,2018-07-24T00:00:00,3,,6.0,39.5,4,,False,False,5.1,,Kyiv,2.0,450.0,0.0,,32.0
3466,5500000.0,70.0,2015-08-12T00:00:00,3,3.2,6.0,44.0,3,False,False,False,11.0,0.0,Kyiv,0.0,,0.0,,719.0000000000001
3467,10000000.0,111.0,2017-11-10T00:00:00,5,,5.0,87.0,3,,False,False,7.0,,Kyiv,0.0,,2.0,838.0,21.0
3468,650000.0,34.0,2015-07-15T00:00:00,1,,3.0,18.0,2,,False,False,7.0,0.0,Bucha,,,,,377.00000000000006
3469,6700000.0,50.0,2017-04-10T00:00:00,1,2.7,11.0,30.0,7,,False,False,10.0,,Kyiv,1.0,672.0,0.0,,
3470,10900000.0,98.6,2017-11-16T00:00:00,3,,22.0,58.1,10,,False,False,12.9,,Kyiv,0.0,,1.0,564.0,114.0
3471,5000000.0,49.0,2016-06-23T00:00:00,2,2.6,12.0,31.0,5,False,False,False,7.0,1.0,Kyiv,3.0,558.0,1.0,384.0,424.0
3472,2550000.0,44.0,2018-04-05T00:00:00,2,2.5,5.0,,1,,False,False,,,Irpin,,,,,45.00000000000001
3473,4300000.0,74.0,2016-02-18T00:00:00,3,,5.0,48.0,4,,False,False,9.0,0.0,Bucha,,,,,169.0
3474,1400000.0,30.0,2018-03-16T00:00:00,1,8.0,5.0,15.3,2,False,False,False,7.3,,Boyarka,,,,,125.0
3475,5800000.0,46.8,2017-11-24T00:00:00,2,2.9,7.0,29.4,2,,False,False,8.0,,Kyiv,1.0,287.0,2.0,656.0,89.00000000000001
3476,6200000.0,61.4,2017-09-08T00:00:00,2,,16.0,31.7,6,,False,False,12.6,,Kyiv,1.0,97.0,0.0,,148.0
3477,6400000.0,67.2,2016-10-10T00:00:00,3,,6.0,43.0,1,,False,False,12.0,0.0,Vyshneve,3.0,112.0,1.0,408.0,316.0
3478,5690000.0,38.2,2018-02-26T00:00:00,1,,5.0,,1,,False,False,,,Kyiv,1.0,701.0,2.0,577.0,59.0
3479,5450000.0,64.0,2017-08-29T00:00:00,2,2.75,23.0,34.0,20,False,False,False,10.5,2.0,Kyiv,0.0,,1.0,411.0,168.0
3480,5290000.0,43.0,2018-06-27T00:00:00,1,,19.0,15.0,7,,False,False,15.0,,Kyiv,0.0,,1.0,431.0,95.0
3481,3450000.0,46.0,2019-04-11T00:00:00,1,2.8,16.0,20.0,2,,False,False,11.0,2.0,Bucha,,,,,
3482,4200000.0,42.0,2018-02-08T00:00:00,2,2.5,5.0,28.0,2,,False,False,6.5,,Kyiv,1.0,763.0,2.0,751.0,45.00000000000001
3483,7400000.0,87.0,2017-05-01T00:00:00,3,2.6,16.0,50.0,1,,False,False,12.8,1.0,Kyiv,1.0,155.0,0.0,,346.0
3484,3750000.0,43.0,2017-11-03T00:00:00,1,2.5,9.0,,3,,False,False,,,Kyiv,0.0,,0.0,,117.0
3485,18000000.0,133.0,2018-03-31T00:00:00,5,,10.0,90.0,7,,False,False,16.0,2.0,Kyiv,1.0,112.0,0.0,,35.0
3486,14500000.0,97.4,2014-11-27T00:00:00,2,3.0,8.0,36.3,2,False,False,False,31.7,0.0,Kyiv,1.0,537.0,0.0,,1078.0
3487,3100000.0,28.0,2017-08-18T00:00:00,1,,5.0,14.0,5,False,False,False,6.3,2.0,Boryspil,1.0,460.0,0.0,,6.000000000000001
3488,3385000.0,83.0,2018-06-15T00:00:00,3,3.0,4.0,46.0,2,,False,False,10.3,,Boyarka,,,,,69.0
3489,3000000.0,30.61,2018-01-15T00:00:00,1,2.5,9.0,15.4,2,False,False,False,8.1,,Kyiv,2.0,222.0,0.0,,8.0
3490,6000000.0,80.0,2016-06-19T00:00:00,4,,9.0,55.0,2,False,False,False,10.0,1.0,Kyiv,2.0,300.0,1.0,953.0,132.0
3491,11900000.0,72.0,2018-02-20T00:00:00,2,3.0,25.0,36.0,9,,False,False,14.0,2.0,Kyiv,0.0,,0.0,,119.0
3492,4950000.0,48.0,2018-01-10T00:00:00,1,2.7,16.0,25.0,15,,False,False,10.0,2.0,Kyiv,0.0,,0.0,,26.0
3493,6000000.0,67.5,2017-11-10T00:00:00,3,2.72,16.0,42.6,11,,False,False,11.6,2.0,Kyiv,0.0,,0.0,,25.0
3494,1700000.0,43.0,2017-06-07T00:00:00,2,,5.0,29.0,1,,False,False,6.0,,Vyshneve,,,,,206.0
3495,5400000.0,77.4,2016-08-26T00:00:00,2,2.8,4.0,37.6,1,,False,False,24.4,1.0,Irpin,,,,,879.0
3496,3100000.0,31.0,2018-03-29T00:00:00,1,2.6,5.0,17.0,4,,False,False,6.0,1.0,Kyiv,3.0,374.0,1.0,671.0,8.0
3497,8000000.0,55.0,2018-11-01T00:00:00,2,2.8,10.0,29.0,2,,False,False,10.0,,Kyiv,0.0,,1.0,213.0,29.0
3498,8500000.0,62.2,2018-10-23T00:00:00,2,3.0,20.0,35.7,2,,False,False,19.9,,Kyiv,1.0,139.0,0.0,,20.0
3499,3800000.0,46.0,2016-04-04T00:00:00,2,2.6,9.0,27.0,2,,False,False,6.2,0.0,Kyiv,0.0,,1.0,951.0,278.0
3500,3500000.0,55.3,2018-11-16T00:00:00,3,2.75,4.0,39.5,4,,False,False,5.3,,Boyarka,,,,,
3501,14000000.0,78.0,2019-04-22T00:00:00,4,3.0,7.0,51.0,7,,False,False,7.5,,Kyiv,,,,,
3502,4050000.0,49.1,2018-06-19T00:00:00,2,2.7,12.0,24.7,8,,False,False,12.6,,Brovary,,,,,13.0
3503,4000000.0,44.0,2018-01-12T00:00:00,2,2.5,9.0,29.0,3,,False,False,6.0,,Kyiv,0.0,,1.0,464.0,45.00000000000001
3504,4700000.0,57.0,2017-09-20T00:00:00,3,2.7,5.0,42.0,5,,False,False,6.0,1.0,Borshchahivka,1.0,702.0,2.0,365.0,22.000000000000004
3505,6600000.0,75.0,2017-08-31T00:00:00,3,,9.0,45.8,9,,False,False,12.0,0.0,Kyiv,0.0,,1.0,792.0,53.0
3506,3695000.0,42.0,2018-06-25T00:00:00,1,,25.0,18.2,17,,False,False,10.7,,Brovary,,,,,161.0
3507,5500000.0,56.0,2017-05-16T00:00:00,2,2.5,12.0,32.3,7,False,False,False,9.2,2.0,Kyiv,0.0,,0.0,,18.0
3508,4890000.0,50.5,2017-11-06T00:00:00,1,2.55,2.0,27.1,2,,False,False,11.3,,Hostomel,1.0,46.0,3.0,102.0,218.0
3509,3300000.0,36.1,2018-08-25T00:00:00,1,,25.0,17.0,13,,False,False,10.0,,Bucha,,,,,60.0
3510,3350000.0,56.0,2018-10-17T00:00:00,3,,9.0,38.0,2,,False,False,8.0,,Vyshneve,,,,,
3511,6250000.0,84.0,2017-08-21T00:00:00,2,,5.0,46.6,4,,False,False,11.2,0.0,Kyiv,0.0,,0.0,,12.000000000000002
3512,4950000.0,59.0,2016-06-01T00:00:00,3,,5.0,39.0,1,,False,False,8.0,0.0,Kyiv,0.0,,1.0,658.0,122.0
3513,3500000.0,70.0,2017-12-03T00:00:00,3,2.5,12.0,,10,,False,False,8.0,2.0,Vyshneve,,,,,300.0
3514,5400000.0,56.0,2018-06-03T00:00:00,3,2.5,9.0,43.0,4,,False,False,6.0,2.0,Kyiv,1.0,427.0,1.0,155.0,94.0
3515,4450000.0,48.1,2017-11-10T00:00:00,2,2.5,9.0,29.0,3,,False,False,5.7,2.0,Kyiv,0.0,,0.0,,5.0
3516,4090000.0,44.6,2018-03-14T00:00:00,1,2.8,12.0,15.5,9,,False,False,19.7,2.0,Kyiv,0.0,,1.0,579.0,65.0
3517,5100000.0,49.0,2018-08-20T00:00:00,2,2.67,12.0,27.0,4,False,False,False,8.0,2.0,Kyiv,1.0,547.0,0.0,,20.0
3518,4000000.0,39.0,2018-03-18T00:00:00,1,2.7,18.0,18.0,16,,False,False,11.0,2.0,Kyiv,0.0,,0.0,,191.00000000000003
3519,6400000.0,65.7,2017-11-29T00:00:00,3,2.5,10.0,42.7,9,,False,False,7.0,,Kyiv,0.0,,1.0,504.0,240.0
3520,7450000.0,60.4,2018-08-30T00:00:00,2,2.52,14.0,33.6,12,,False,False,12.2,,Kyiv,0.0,,3.0,690.0,158.0
3521,5100000.0,52.0,2019-04-28T00:00:00,2,2.55,9.0,32.0,9,,False,False,6.0,1.0,Kyiv,1.0,428.0,1.0,653.0,
3522,3550000.0,33.0,2018-10-19T00:00:00,1,2.5,24.0,15.0,13,,False,False,12.0,,Boyarka,,,,,3.0000000000000004
3523,3200000.0,38.0,2018-10-27T00:00:00,1,2.6,9.0,17.0,4,,False,False,8.0,,Irpin,,,,,3.0000000000000004
3524,13544976.0,122.7,2015-12-08T00:00:00,3,3.0,19.0,45.9,4,,False,False,10.2,,Kyiv,0.0,,0.0,,
3525,10700000.0,115.0,2016-06-08T00:00:00,3,3.2,5.0,67.0,4,False,False,False,18.0,1.0,Kyiv,1.0,266.0,1.0,892.0,199.0
3526,3500000.0,45.0,2018-12-17T00:00:00,2,2.5,5.0,27.0,3,,False,False,6.0,1.0,Boryspil,0.0,,1.0,509.0,24.000000000000004
3527,37272000.0,100.6,2016-06-26T00:00:00,3,,8.0,57.5,8,,False,False,14.57,1.0,Kyiv,2.0,164.0,2.0,473.0,44.00000000000001
3528,7200000.0,61.6,2017-11-10T00:00:00,2,2.7,6.0,35.1,4,,False,False,11.6,,Kyiv,2.0,431.0,3.0,239.0,228.0
3529,4950000.0,36.4,2017-10-21T00:00:00,1,2.5,10.0,17.5,4,,False,False,7.6,,Kyiv,2.0,21.0,2.0,478.0,60.0
3530,3580000.0,50.0,2017-05-23T00:00:00,2,2.6,5.0,27.9,3,,False,False,8.3,0.0,Borshchahivka,,,,,149.0
3531,4100000.0,43.0,2017-06-23T00:00:00,1,2.8,12.0,23.0,3,,False,False,11.0,0.0,Kyiv,1.0,520.0,0.0,,5.0
3532,3600000.0,35.0,2017-09-08T00:00:00,1,,16.0,16.3,8,,False,False,8.0,2.0,Kyiv,0.0,,0.0,,42.0
3533,3900000.0,50.0,2015-12-03T00:00:00,4,2.55,5.0,39.0,4,False,False,False,6.5,0.0,Kyiv,1.0,397.0,0.0,,449.0
3534,2750000.0,62.0,2018-03-15T00:00:00,3,2.5,5.0,45.0,5,,False,False,6.0,1.0,Bucha,,,,,112.0
3535,5575000.0,43.5,2017-06-13T00:00:00,1,,19.0,20.9,7,,False,False,11.2,2.0,Kyiv,0.0,,1.0,571.0,9.0
3536,9450000.0,93.1,2018-03-01T00:00:00,3,,12.0,50.8,2,,False,False,12.3,,Kyiv,1.0,696.0,1.0,223.0,218.0
3537,3250000.0,31.0,2016-07-22T00:00:00,1,,14.0,17.0,5,,False,False,6.0,0.0,Kyiv,0.0,,0.0,,370.00000000000006
3538,1250000.0,45.7,2018-02-28T00:00:00,2,2.55,5.0,31.6,5,,False,False,5.4,1.0,Boryspil,,,,,26.0
3539,3600000.0,35.1,2016-11-08T00:00:00,1,2.6,9.0,18.1,5,,False,False,7.0,,Kyiv,0.0,,0.0,,609.0
3540,5150000.0,46.4,2018-01-22T00:00:00,2,2.5,7.0,28.3,3,,False,False,7.2,,Kyiv,1.0,860.0,1.0,694.0,120.0
3541,4998000.0,64.0,2018-10-15T00:00:00,3,2.55,16.0,41.0,10,False,False,False,7.0,2.0,Kyiv,0.0,,0.0,,12.000000000000002
3542,4880000.0,51.7,2018-11-15T00:00:00,2,2.58,9.0,30.9,7,,False,False,9.2,1.0,Kyiv,0.0,,0.0,,141.0
3543,2850000.0,73.0,2018-11-09T00:00:00,3,2.5,5.0,47.0,1,,False,False,9.0,2.0,Boyarka,,,,,114.0
3544,6800000.0,55.3,2019-04-02T00:00:00,3,2.5,5.0,40.8,5,,False,False,6.0,,Kyiv,2.0,368.0,1.0,964.0,
3545,13700000.0,154.4,2017-02-02T00:00:00,7,3.7,5.0,117.4,5,,False,False,17.4,,Kyiv,1.0,480.0,0.0,,727.0000000000001
3546,4000000.0,44.8,2017-10-05T00:00:00,2,2.5,5.0,29.0,3,,False,False,6.0,1.0,Kyiv,1.0,904.0,0.0,,183.00000000000003
3547,3350000.0,33.0,2018-01-17T00:00:00,1,2.5,9.0,18.0,2,False,False,False,6.0,,Kyiv,0.0,,1.0,955.0,6.000000000000001
3548,1850000.0,43.58,2016-06-30T00:00:00,2,,5.0,28.4,2,,False,False,5.2,0.0,Bucha,,,,,413.0
3549,15000000.0,107.0,2016-03-01T00:00:00,4,3.3,6.0,74.0,4,False,False,False,22.0,3.0,Kyiv,0.0,,0.0,,505.0
3550,4750000.0,50.4,2018-03-13T00:00:00,2,2.6,9.0,31.4,5,,False,False,8.3,1.0,Kyiv,0.0,,0.0,,51.0
3551,7500000.0,73.1,2019-03-08T00:00:00,2,2.6,17.0,35.8,2,,False,False,10.5,,Kyiv,0.0,,0.0,,33.0
3552,19090000.0,115.7,2014-12-25T00:00:00,3,3.0,10.0,47.4,10,False,False,False,30.9,1.0,Kyiv,2.0,628.0,1.0,935.0,942.0
3553,4400000.0,38.0,2017-09-20T00:00:00,1,2.8,16.0,20.0,8,,False,False,10.0,0.0,Kyiv,0.0,,2.0,876.0,55.0
3554,6300000.0,77.3,2018-02-21T00:00:00,3,3.0,5.0,47.2,2,,False,False,9.0,,Kyiv,0.0,,0.0,,35.0
3555,3950000.0,41.2,2017-04-21T00:00:00,3,2.5,5.0,26.3,3,,False,False,5.4,,Kyiv,0.0,,1.0,502.0,551.0
3556,4550000.0,36.7,2018-12-14T00:00:00,1,2.7,12.0,18.2,2,,False,False,9.4,2.0,Kyiv,0.0,,0.0,,10.0
3557,1950000.0,25.0,2017-12-18T00:00:00,1,,2.0,,1,,False,False,,,Boyarka,,,,,36.0
3558,2600000.0,43.4,2018-02-02T00:00:00,2,2.55,5.0,28.7,1,,False,False,5.3,,Brovary,,,,,300.0
3559,4050000.0,64.0,2016-04-27T00:00:00,1,,4.0,35.0,3,False,False,False,7.0,0.0,Brovary,,,,,172.0
3560,5600000.0,51.0,2018-10-29T00:00:00,2,2.64,12.0,27.2,2,,False,False,11.0,,Kyiv,0.0,,0.0,,4.0
3561,12300000.0,115.0,2017-08-09T00:00:00,3,2.7,20.0,45.0,16,,False,False,60.0,1.0,Kyiv,0.0,,0.0,,63.0
3562,3590000.0,37.4,2017-10-13T00:00:00,1,2.55,16.0,18.1,12,,False,False,9.3,,Kyiv,0.0,,0.0,,60.0
3563,12900000.0,130.0,2018-12-10T00:00:00,5,2.76,6.0,82.4,5,,False,False,11.4,,Vyshneve,1.0,425.0,0.0,,
3564,6500000.0,45.0,2017-12-21T00:00:00,1,,10.0,20.0,4,,False,False,14.1,,Kyiv,1.0,392.0,2.0,359.0,165.0
3565,4500000.0,72.0,2017-04-17T00:00:00,4,2.5,9.0,47.3,6,False,False,False,6.1,1.0,Brovary,0.0,,0.0,,10.0
3566,8200000.0,73.7,2019-02-07T00:00:00,3,3.2,5.0,51.2,2,,False,False,9.2,,Kyiv,1.0,156.0,0.0,,
3567,5400000.0,65.7,2018-10-05T00:00:00,3,2.5,9.0,43.0,2,,False,False,10.0,,Kyiv,0.0,,1.0,616.0,113.0
3568,4950000.0,58.0,2018-02-20T00:00:00,3,,9.0,39.2,4,,False,False,6.5,,Kyiv,0.0,,0.0,,264.0
3569,7000000.0,57.5,2019-04-08T00:00:00,2,2.7,12.0,29.0,9,,False,False,8.0,2.0,Kyiv,1.0,408.0,1.0,487.0,
3570,5100000.0,57.0,2015-03-14T00:00:00,3,2.5,5.0,41.6,4,,False,False,5.1,1.0,Kyiv,1.0,933.0,0.0,,1067.0
3571,10600000.0,73.0,2017-02-17T00:00:00,2,2.8,25.0,39.0,15,,False,False,23.0,2.0,Kyiv,1.0,724.0,0.0,,61.0
3572,6700000.0,84.0,2018-12-18T00:00:00,3,,17.0,46.7,2,,False,False,11.8,,Kyiv,1.0,867.0,3.0,552.0,27.0
3573,7150000.0,63.0,2017-11-10T00:00:00,2,2.7,20.0,34.3,6,,False,False,10.8,2.0,Kyiv,0.0,,2.0,902.0,62.0
3574,4200000.0,46.5,2016-05-28T00:00:00,2,,5.0,30.8,5,,False,False,6.5,0.0,Bucha,0.0,,1.0,603.0,45.00000000000001
3575,3680000.0,42.0,2017-10-31T00:00:00,2,,5.0,29.9,3,,False,False,5.0,0.0,Boryspil,0.0,,0.0,,12.000000000000002
3576,5250000.0,57.1,2015-04-06T00:00:00,3,2.53,9.0,39.0,8,False,False,False,6.1,1.0,Kyiv,0.0,,0.0,,508.0
3577,3750000.0,31.3,2018-11-22T00:00:00,1,2.8,23.0,14.7,19,,False,False,8.8,1.0,Kyiv,0.0,,1.0,274.0,42.0
3578,4800000.0,62.6,2018-09-11T00:00:00,3,2.55,9.0,45.8,8,,False,False,6.2,,Kyiv,2.0,305.0,2.0,143.0,136.0
